codigo,codigo_norm,nombre,cta_sup,cta_mayor,tipo,rubro_nif,agrupador_sat,es_detalle
1031004,1031004,"Comercializadora Alus, S.A. de C.V.",1031000,2,A,1106.03,106.01,true
1031005,1031005,"Comercializadores en DPyR, S.A. de C.V.",1031000,2,A,1106.03,106.01,true
1031006,1031006,"Alus Shop, S.A. de C.V.",1031000,2,A,1106.03,106.01,true
1031007,1031007,"Biomaster Products, S.A. de C.V.",1031000,2,A,1106.03,106.01,true
1031008,1031008,Derivador Industriales Cafe,1031000,2,A,1106.03,106.01,true
1031009,1031009,"Bluepath, S.A. de C.V.",1031000,2,A,1106.03,106.01,true
1031010,1031010,Deporte Motor BTL S.A. de C.V.,1031000,2,A,1106.03,106.01,true
1031011,1031011,"Exsan de Mexico, S.A. de C.V.",1031000,2,A,1106.03,106.01,true
1031012,1031012,"Servi Exsan de Mexico, S.A. de C.V.",1031000,2,A,1106.03,106.01,true
1031013,1031013,"WW Mexicana, SA de CV",1031000,2,A,1106.03,106.01,true
1031014,1031014,"Cuadratto, S.A. de C.V.",1031000,2,A,1106.03,106.01,true
1031015,1031015,Comercializadora Alcolore SAPI de CV,1031000,2,A,1106.03,106.01,true
1031016,1031016,"Traddex, SA de CV",1031000,2,A,1106.03,106.01,true
1031017,1031017,"Muela Producciones, S de RL de CV",1031000,2,A,1106.03,106.01,true
1031018,1031018,"Career Management Consultant, SA de CV",1031000,2,A,1106.03,106.01,true
1031019,1031019,"Mercantil de Productos Morelos, SA de CV",1031000,2,A,1106.03,106.01,true
1031020,1031020,"Airiis de Mexico, SA de CV",1031000,2,A,1106.03,106.01,true
1031021,1031021,"Paper, SA de CV",1031000,2,A,1106.03,106.01,true
1031022,1031022,"Transportes Unidos Ejido Morelos, SA de CV",1031000,2,A,1106.03,106.01,true
1031023,1031023,"Habilitacion de Papel, SA de CV",1031000,2,A,1106.03,106.01,true
1031024,1031024,Wai Marketing SA de CV,1031000,2,A,1106.03,106.01,true
1031025,1031025,Marcas Coronado SA de CV,1031000,2,A,1106.03,106.01,true
1031026,1031026,ISSI Tecnologia SA de CV,1031000,2,A,1106.03,106.01,true
1031027,1031027,Bolisdlucy de Morelos SA de CV,1031000,2,A,1106.03,106.01,true
1031028,1031028,Crembo Fashion SA de CV,1031000,2,A,1106.03,106.01,true
1031029,1031029,Ecoblock International SA de CV,1031000,2,A,1106.03,106.01,true
1031030,1031030,Heat & Power Systems SA de CV,1031000,2,A,1106.03,106.01,true
1031031,1031031,Transportes Especializados Mazan SA de CV,1031000,2,A,1106.03,106.01,true
1031032,1031032,Torres y Servicios Tecnicos SA de CV,1031000,2,A,1106.03,106.01,true
1031033,1031033,GRUPO EMPRESARIAL CONSULTIVO EN INTEGRACIÓN Y TECN,1031000,2,A,1106.03,106.01,true
1031034,1031034,Big Band SA de CV,1031000,2,A,1106.03,106.01,true
1031035,1031035,Enlaces Terrestres Cervantes SA de CV,1031000,2,A,1106.03,106.01,true
1031036,1031036,"Brittel, SA de CV",1031000,2,A,1106.03,106.01,true
1031037,1031037,Grupo Cinte Soluciones de Integracion SC,1031000,2,A,1106.03,106.01,true
1031038,1031038,"Transpover, SA de CV",1031000,2,A,1106.03,106.01,true
1031039,1031039,"One Supply, SA de CV",1031000,2,A,1106.03,106.01,true
1031040,1031040,"Soaint Mexico, SA de CV",1031000,2,A,1106.03,106.01,true
1031041,1031041,"Sigo Logistic, SA de CV",1031000,2,A,1106.03,106.01,true
1031042,1031042,TELECOBERTURAS INTERNACIONALES SA,1031000,2,A,1106.03,106.01,true
1031043,1031043,BTL Tecnologia,1031000,2,A,1106.03,106.01,true
1031044,1031044,CERBATEX,1031000,2,A,1106.03,106.01,true
1031045,1031045,HARNESS,1031000,2,A,1106.03,106.01,true
1031046,1031046,QUINTO SOL,1031000,2,A,1106.03,106.01,true
1031047,1031047,TECNISPICE,1031000,2,A,1106.03,106.01,true
1031048,1031048,"Litografica Delta, SA de CV",1031000,2,A,1106.03,106.01,true
1031054,1031054,"PKD, SA DE CV",1031000,2,A,1106.03,106.01,true
1031055,1031055,Transportacion y Logistica de Mexico,1031000,2,A,1106.03,106.01,true
1031056,1031056,Depositos no Identificados,1031000,2,A,1106.03,106.01,true
1031057,1031057,GPO IMPRIME,1031000,2,A,1106.03,106.01,true
1031058,1031058,WPN,1031000,2,A,1106.03,106.01,true
1031059,1031059,ALTOS HORNOS DE MEXICO SAB DE CV,1031000,2,A,1106.03,106.01,true
1031060,1031060,ALGODONERA DEL PONIENTE,1031000,2,A,1106.03,106.01,true
1031061,1031061,VICASOEN SAPI DE CV,1031000,2,A,1106.03,106.01,true
1031062,1031062,B y B Impresores SA de CV,1031000,2,A,1106.03,106.01,true
1031064,1031064,B&B APPAREL SA DE CV,1031000,2,A,1106.03,106.01,true
1031063,1031063,ISP LATINOAMERICA S DE RL DE CV,1031000,2,A,1106.03,106.01,true
1032000,1032000,Intereses por Cobrar Factoraje,1030000,4,A,1102.01,106.05,false
1032001,1032001,"Panera el Roble, S.A. de C.V.",1032000,2,A,1102.01,106.05,true
1032002,1032002,"Queso Portales, S.A. de C.V.",1032000,2,A,1102.01,106.05,true
1032003,1032003,"Comercializadora Plavicom, S.A. de C.V.",1032000,2,A,1102.01,106.05,true
1032004,1032004,"Comercializadora Alus, S.A. de C.V.",1032000,2,A,1102.01,106.05,true
1032005,1032005,"Comercializadores en DPyR, S.A. de C.V.",1032000,2,A,1102.01,106.05,true
1032006,1032006,"Alus Shop, S.A. de C.V.",1032000,2,A,1102.01,106.05,true
1032007,1032007,"Biomaster Products, S.A. de C.V.",1032000,2,A,1102.01,106.05,true
1032008,1032008,Derivados Industrializados del Cafe,1032000,2,A,1102.01,106.05,true
1032009,1032009,"Bluepath, S.A. de C.V.",1032000,2,A,1102.01,106.05,true
1032010,1032010,Deporte Motor BTL S.A. de C.V.,1032000,2,A,1102.01,106.05,true
1032011,1032011,"Exsan de Mexico, S.A. de C.V.",1032000,2,A,1102.01,106.05,true
1032012,1032012,"Servi Exsan de Mexico, S.A. de C.V.",1032000,2,A,1102.01,106.05,true
1032013,1032013,"WW Mexicana, SA de CV",1032000,2,A,1102.01,106.05,true
1032014,1032014,"Cuadratto, S.A. de C.V.",1032000,2,A,1102.01,106.05,true
1032015,1032015,Comercializadora Alcolore SAPI de CV,1032000,2,A,1102.01,106.05,true
1032016,1032016,"Traddex, SA de CV",1032000,2,A,1102.01,106.05,true
1032017,1032017,"Muela Producciones, S de RL de CV",1032000,2,A,1102.01,106.05,true
1032018,1032018,"Career Management Consultant, SA de CV",1032000,2,A,1102.01,106.05,true
1032019,1032019,"Mercantil de Productos Morelos, SA de CV",1032000,2,A,1102.01,106.05,true
1032020,1032020,"Airiis de Mexico, SA de CV",1032000,2,A,1102.01,106.05,true
1032021,1032021,"Paper, SA de CV",1032000,2,A,1102.01,106.05,true
1032022,1032022,"Transportes Unido Ejido Morelos, SA de CV",1032000,2,A,1102.01,106.05,true
1032023,1032023,"Habilitacion de Papel, SA de CV",1032000,2,A,1102.01,106.05,true
1032024,1032024,Wai Marketing SA de CV,1032000,2,A,1102.01,106.05,true
1032026,1032026,ISSI Tecnologia SA de CV,1032000,2,A,1102.01,106.05,true
1032027,1032027,Bolisdlucy de Morelos SA de CV,1032000,2,A,1102.01,106.05,true
1032028,1032028,Crembo Fashion SA de CV,1032000,2,A,1102.01,106.05,true
1032029,1032029,Ecoblock International SA de CV,1032000,2,A,1102.01,106.05,true
1032030,1032030,Heat & Power System SA de CV,1032000,2,A,1102.01,106.05,true
1032031,1032031,Transportes Especialzados Mazan SA de CV,1032000,2,A,1102.01,106.05,true
1032032,1032032,Torres y Servicios Tecnicos SA de CV,1032000,2,A,1102.01,106.05,true
1032033,1032033,GRUPO EMPRESARIAL CONSULTIVO EN INTEGRACIÓN Y TECN,1032000,2,A,1102.01,106.05,true
1032034,1032034,Big Band SA de CV,1032000,2,A,1102.01,106.05,true
1032035,1032035,Enlaces Terrestres Cervantes SA de CV,1032000,2,A,1102.01,106.05,true
1032036,1032036,"Brittel, SA de CV",1032000,2,A,1102.01,106.05,true
1032037,1032037,Grupo Cinte Soluciones de Integracion SC,1032000,2,A,1102.01,106.05,true
1032038,1032038,"Transpover, SA de CV",1032000,2,A,1102.01,106.05,true
1032039,1032039,"One Supply, SA de CV",1032000,2,A,1102.01,106.05,true
1032040,1032040,"Soaint Mexico, SA de CV",1032000,2,A,1102.01,106.05,true
1032041,1032041,"Sigo Logistic, SA de CV",1032000,2,A,1102.01,106.05,true
1032042,1032042,TELECOBERTURAS INTERNACIONALES SA,1032000,2,A,1102.01,106.05,true
1032043,1032043,BTL Tecnologia,1032000,2,A,1102.01,106.05,true
1032044,1032044,CERBATEX,1032000,2,A,1102.01,106.05,true
1032045,1032045,HARTNES,1032000,2,A,1102.01,106.05,true
1032046,1032046,Quinto Sol,1032000,2,A,1102.01,106.05,true
1032047,1032047,TECNISPICE,1032000,2,A,1102.01,106.05,true
1032048,1032048,"Litografica Delta, SA de CV",1032000,2,A,1102.01,106.05,true
1032054,1032054,"PKD, SA DE CV",1032000,2,A,1102.01,106.05,true
1032055,1032055,Transportaciones y Logistica de Mexico,1032000,2,A,1102.01,106.05,true
1032057,1032057,GPO IMPRIME,1032000,2,A,1102.01,106.05,true
1032058,1032058,WPN,1032000,2,A,1102.01,106.05,true
1032059,1032059,ALTOS HORNOS DE MEXICO SAB DE CV,1032000,2,A,1102.01,106.05,true
1032060,1032060,ALGODONERIA DEL PONIENTE,1032000,2,A,1102.01,106.05,true
1032061,1032061,VICASOEN SAPI DE CV,1032000,2,A,1102.01,106.05,true
1032062,1032062,B Y B IMPRESORES SA DE CV,1032000,2,A,1102.01,106.05,true
1032063,1032063,ISP LATINOAMERICA S DE RL DE CV,1032000,2,A,1102.01,106.05,true
1032064,1032064,B&B APPAREL SA DE CV,1032000,2,A,1102.01,106.05,true
1033000,1033000,Cuenta x Cobrar-Prestamos,1030000,4,A,1106.03,106.01,false
1033001,1033001,"Panera el Roble, S.A. de C.V.",1033000,2,A,1106.03,106.01,true
1033003,1033003,"Comercializadora Plavicom, S.A. de C.V.",1033000,2,A,1106.03,106.01,true
1033007,1033007,Biomaster,1033000,2,A,1106.03,106.01,true
1033002,1033002,Marcas Coronado SA de CV,1033000,2,A,1106.03,106.01,true
1033004,1033004,"Ideas Domesticas, SA de CV",1033000,2,A,1106.03,106.01,true
1033008,1033008,Soporte Fersana,1033000,2,A,1106.03,106.01,true
1033009,1033009,Jorge A Cerda Allende,1033000,2,A,1106.03,106.01,true
1033010,1033010,"Airis de Mexico, SA de CV",1033000,2,A,1106.03,106.01,true
1033011,1033011,"Inmobiliaria Zechnas, SA de CV",1033000,2,A,1106.03,106.01,true
1033012,1033012,"Protectogard, SA de CV",1033000,2,A,1106.03,106.01,true
1033013,1033013,"GLC CO, S.A. de C.V.",1033000,2,A,1106.03,106.01,true
1033014,1033014,"Dezdez Capital, S.A. de C.V.",1033000,2,A,1106.03,106.01,true
1033015,1033015,Juan Pablo Arav Salazar,1033000,2,A,1106.03,106.01,true
1033016,1033016,"MS Notarios, SC",1033000,2,A,1106.03,106.01,true
1033017,1033017,Moises Farca Crarabati,1033000,2,A,1106.03,106.01,true
1033018,1033018,BROPBOX,1033000,2,A,1106.03,106.01,true
1033019,1033019,Ignacio Usobiaga Hegewisch,1033000,2,A,1106.03,106.01,true
1033020,1033020,"Transportes Unidos Ejido Morelos, SA de CV",1033000,2,A,1106.03,106.01,true
1033021,1033021,"Habilitacion de Papel, SA de CV",1033000,2,A,1106.03,106.01,true
1033022,1033022,Exsan de Mexico SA de CV,1033000,2,A,1106.03,106.01,true
1033023,1033023,Propiedades y Activos ACR SA de CV,1033000,2,A,1106.03,106.01,true
1033024,1033024,Heat & Power Systems SA de CV,1033000,2,A,1106.03,106.01,true
1033025,1033025,Ecoblock International SA de CV,1033000,2,A,1106.03,106.01,true
1033026,1033026,"Mercantil de Productos Morelos, SA de CV",1033000,2,A,1106.03,106.01,true
1033027,1033027,Transportes Especializados Mazan SA de CV,1033000,2,A,1106.03,106.01,true
1033028,1033028,Torres y Servicios Tecnicos SA de CV,1033000,2,A,1106.03,106.01,true
1033029,1033029,GRUPO EMPRESARIAL CONSULTIVO EN INTEGRACIÓN Y TECN,1033000,2,A,1106.03,106.01,true
1033030,1033030,Big Band SA de CV,1033000,2,A,1106.03,106.01,true
1033031,1033031,Enlaces Terrestres Cervantes SA de CV,1033000,2,A,1106.03,106.01,true
1033037,1033037,Grupo Cinte Soluciones de Integracion SC,1033000,2,A,1106.03,106.01,true
1033038,1033038,"One Supply, SA de CV",1033000,2,A,1106.03,106.01,true
1033039,1033039,"Sigo Logistics, SA de CV",1033000,2,A,1106.03,106.01,true
1033040,1033040,"Soaint Mexico, SA de CV",1033000,2,A,1106.03,106.01,true
1033041,1033041,"Transpover, SA de CV",1033000,2,A,1106.03,106.01,true
1033042,1033042,"QUESO PORTALES, SA DE CV",1033000,2,A,1106.03,106.01,true
1033043,1033043,TELECOBERTURAS INTERNACIONALES SA,1033000,2,A,1106.03,106.01,true
1033044,1033044,Brittel,1033000,2,A,1106.03,106.01,true
1033045,1033045,BTL Tecnologia,1033000,2,A,1106.03,106.01,true
1033046,1033046,SOAINT,1033000,2,A,1106.03,106.01,true
1033047,1033047,Deporte Motor S.A de CV,1033000,2,A,1106.03,106.01,true
1033048,1033048,CERBATEX,1033000,2,A,1106.03,106.01,true
1033049,1033049,Qunto Sol,1033000,2,A,1106.03,106.01,true
1033050,1033050,Fondo de Marcas Mexicanas,1033000,2,A,1106.03,106.01,true
1033051,1033051,TECNISPICE,1033000,2,A,1106.03,106.01,true
1033052,1033052,Quinto Sol,1033000,2,A,1106.03,106.01,true
1033053,1033053,"Litografica Delta, SA de CV",1033000,2,A,1106.03,106.01,true
1033054,1033054,"PKD, SA DE CV",1033000,2,A,1106.03,106.01,true
1033055,1033055,Transportaciones y Logostica de Mexico,1033000,2,A,1106.03,106.01,true
1033057,1033057,GPO IMPRIME,1033000,2,A,1106.03,106.01,true
1033058,1033058,WPN,1033000,2,A,1106.03,106.01,true
1033059,1033059,ALTOS HORNOS DE MEXICO SAB DE CV,1033000,2,A,1106.03,106.01,true
1033060,1033060,ALGODONERIA DEL PONIENTE,1033000,2,A,1106.03,106.01,true
1033061,1033061,VICASOEN SAPI DE CV,1033000,2,A,1106.03,106.01,true
1033062,1033062,B Y B IMPRESORES SA DE CV,1033000,2,A,1106.03,106.01,true
1033063,1033063,ISP LATINOAMERICA S DE RL DE CV,1033000,2,A,1106.03,106.01,true
1033064,1033064,B&B APPAREL SA DE CV,1033000,2,A,1106.03,106.01,true
1033080,1033080,DERIVADOS INDUSTRIALIZADOS (DICAFE),1033000,2,A,1106.03,106.01,true
1034000,1034000,Clientes por Arrendamiento,1030000,4,A,1105.03,105.01,false
1034001,1034001,Airis de Mexico SA de CV,1034000,2,A,1105.03,105.01,true
1034002,1034002,"Comercializadora Alus, SA de CV",1034000,2,A,1105.03,105.01,true
1034003,1034003,"Soporte Fersana, SA de CV",1034000,2,A,1105.03,105.01,true
1034004,1034004,"Compañia Administradora del Golfo, SA de CV",1034000,2,A,1105.03,105.01,true
1034005,1034005,"Capitales Orinoco, S.A. de C.V.",1034000,2,A,1105.03,105.01,true
1034006,1034006,"Dezdez Capital, S.A. de C.V.",1034000,2,A,1105.03,105.01,true
1034007,1034007,"GLC CO, S.A. de C.V.",1034000,2,A,1105.03,105.01,true
1034008,1034008,"Securirent, S.A. de C.V.",1034000,2,A,1105.03,105.01,true
1034009,1034009,"Panera el Roble, S.A. de C.V.",1034000,2,A,1105.03,105.01,true
1034010,1034010,Alberto Usobiaga Hegewisch,1034000,2,A,1105.03,105.01,true
1034011,1034011,"Protectogard, SA de CV",1034000,2,A,1105.03,105.01,true
1034012,1034012,"Cabo Development, S.A. de C.V.",1034000,2,A,1105.03,105.01,true
1034013,1034013,Caper Soluciones SA de CV,1034000,2,A,1105.03,105.01,true
1035000,1035000,Venta de Cartera,1030000,4,A,1106,106,false
1035001,1035001,"Panera el Roble, SA de CV",1035000,2,A,1106,106,true
1035011,1035011,"Exsan de Mexico, SA de CV",1035000,2,A,1106,106,true
1035008,1035008,"Derivados Industriales del Cafe, SA",1035000,2,A,1106,106,true
1035002,1035002,"Queso Portales, SA de CV",1035000,2,A,1106,106,true
1035016,1035016,"Traddex, SA de CV",1035000,2,A,1106,106,true
1035010,1035010,"Deporte Motor, SA de CV",1035000,2,A,1106,106,true
1035019,1035019,"Mercantil de Productos Morelos, SA de CV",1035000,2,A,1106,106,true
1035021,1035021,"Papers, S.A. de C.V.",1035000,2,A,1106,106,true
1035022,1035022,Transportistas Unidos Ejidos de Morelos SA de CV,1035000,2,A,1106,106,true
1035028,1035028,"Crembo Fashion, SA de CV",1035000,2,A,1106,106,true
1035037,1035037,"Gpo Cinte Soluciones de Integracion, SC",1035000,2,A,1106,106,true
1035038,1035038,"Transpover, SA de CV",1035000,2,A,1106,106,true
1035034,1035034,"Big Band, SA de CV",1035000,2,A,1106,106,true
1035033,1035033,GRUPO EMPRESARIAL CONSULTIVO EN INTEGRACIÓN Y TECN,1035000,2,A,1106,106,true
1035035,1035035,"Enlaces Terrestres Cervantes, SA de CV",1035000,2,A,1106,106,true
1035040,1035040,"Soaint Mexico, SA de CV",1035000,2,A,1106,106,true
1036000,1036000,Intereses Dev x Vta de Cartera,1030000,4,A,1106,106,false
1036001,1036001,"Panera el Roble, SA de CV",1036000,2,A,1106,106,true
1036008,1036008,"Derivados Industriales del Cafe, SA",1036000,2,A,1106,106,true
1036011,1036011,"Exsan de Mexico, SA de CV",1036000,2,A,1106,106,true
1036002,1036002,"Queso Portales, SA de CV",1036000,2,A,1106,106,true
1036016,1036016,"Traddex, SA de CV",1036000,2,A,1106,106,true
1036010,1036010,"Deporte Motor, SA de CV",1036000,2,A,1106,106,true
1036019,1036019,"Mercantil de Productos Morelos, SA de CV",1036000,2,A,1106,106,true
1036021,1036021,"Papers, S.A. de C.V.",1036000,2,A,1106,106,true
1036022,1036022,Transportistas Unidos Ejidos de Morelos SA de CV,1036000,2,A,1106,106,true
1036028,1036028,"Crembo Fashion, SA de CV",1036000,2,A,1106,106,true
1036036,1036036,"Brittel, SA de CV",1036000,2,A,1106,106,true
1036037,1036037,"Gpo Cinte Soluciones de Integracion, SC",1036000,2,A,1106,106,true
1036038,1036038,"Transpover, SA de CV",1036000,2,A,1106,106,true
1036034,1036034,"Big Band, SA de CV",1036000,2,A,1106,106,true
1036033,1036033,GRUPO EMPRESARIAL CONSULTIVO EN INTEGRACIÓN Y TECN,1036000,2,A,1106,106,true
1036035,1036035,"Enlaces Terrestres Cervantes, SA de CV",1036000,2,A,1106,106,true
1036040,1036040,"Soaint Mexico, SA de CV",1036000,2,A,1106,106,true
1037000,1037000,Intereses Moratorios x Cobrar Factoraje,1030000,2,A,1106,106,false
1037034,1037034,BIG BAND,1037000,2,A,1106,106,true
1037007,1037007,BIO MASTER,1037000,2,A,1106,106,true
1037043,1037043,BTL TECNOLOGIA,1037000,2,A,1106,106,true
1037035,1037035,ENLACES TERRESTRES CERVANTES,1037000,2,A,1106,106,true
1037044,1037044,CERBATEX,1037000,2,A,1106,106,true
1037010,1037010,DEPORTE,1037000,2,A,1106,106,true
1037011,1037011,EXSAN,1037000,2,A,1106,106,true
1037037,1037037,CINTE,1037000,2,A,1106,106,true
1037033,1037033,GRUPO EMPRESARIAL CONSULTIVO EN INTEGRACIÓN Y TECN,1037000,2,A,1106,106,true
1037048,1037048,LITOGRAFICA,1037000,2,A,1106,106,true
1037046,1037046,QUINTO SOL,1037000,2,A,1106,106,true
1037001,1037001,PANERA EL ROBLE,1037000,2,A,1106,106,true
1037002,1037002,QUESO,1037000,2,A,1106,106,true
1037041,1037041,SIGO,1037000,2,A,1106,106,true
1037040,1037040,SOAINT MEXICO,1037000,2,A,1106,106,true
1037047,1037047,TECNISPICE,1037000,2,A,1106,106,true
1037042,1037042,TCI,1037000,2,A,1106,106,true
1037022,1037022,TUEMSA,1037000,2,A,1106,106,true
1037054,1037054,PKD,1037000,2,A,1106,106,true
1037055,1037055,Transportaciones y Logistica de Mexico,1037000,2,A,1106,106,true
1037057,1037057,GPO IMPRIME,1037000,2,A,1106,106,true
1037045,1037045,HARTNESS LATINOAMERICA,1037000,2,A,1106,106,true
1037008,1037008,DERIVADOS INDUSTRIALIZADOS (DICAFE),1037000,2,A,1106,106,true
1037019,1037019,"MERCANTIL DE PRODUCTOS MORELOS, SA DE CV",1037000,2,A,1106,106,true
1037058,1037058,WPN,1037000,2,A,1106,106,true
1037059,1037059,ALTOS HORNOS DE MEXICO SAB DE CV,1037000,2,A,1106,106,true
1037060,1037060,ALGODONERA DEL PONIENTE,1037000,2,A,1106,106,true
1037061,1037061,VICASOEN SAPI DE CV,1037000,2,A,1106,106,true
1037062,1037062,B Y B IMPRESORES SA DE CV,1037000,2,A,1106,106,true
1037063,1037063,ISP LATINOAMERICA S DE RL DE CV,1037000,2,A,1106,106,true
1037064,1037064,B&B APPAREL SA DE CV,1037000,2,A,1106,106,true
1038000,1038000,Factoraje - Cartera vencida,1030000,2,A,1106,106,false
1038044,1038044,CERBATEX,1038000,2,A,1106,106,true
1038037,1038037,CINTE,1038000,2,A,1106,106,true
1038033,1038033,GRUPO EMPRESARIAL CONSULTIVO EN INTEGRACIÓN Y TECN,1038000,2,A,1106,106,true
1038002,1038002,QUESO,1038000,2,A,1106,106,true
1038034,1038034,BIG BAND,1038000,2,A,1106,106,true
1038011,1038011,EXSAN,1038000,2,A,1106,106,true
1038055,1038055,TRANSPORTACIONES Y LOGISTICA DE MEXICO S DE RL DE,1038000,2,A,1106,106,true
1038022,1038022,TUEMSA,1038000,2,A,1106,106,true
1039000,1039000,Cartera vencida intereses ordinarios,1030000,2,A,1106,106,false
1039034,1039034,BIG BAND,1039000,2,A,1106,106,true
1039007,1039007,BIO MASTER,1039000,2,A,1106,106,true
1039043,1039043,BTL TECNOLOGIA,1039000,2,A,1106,106,true
1039035,1039035,ENLACES TERRESTRES CERVANTES,1039000,2,A,1106,106,true
1039044,1039044,CERBATEX,1039000,2,A,1106,106,true
1039010,1039010,DEPORTE,1039000,2,A,1106,106,true
1039011,1039011,EXSAN,1039000,2,A,1106,106,true
1039037,1039037,CINTE,1039000,2,A,1106,106,true
1039033,1039033,GRUPO EMPRESARIAL CONSULTIVO EN INTEGRACIÓN Y TECN,1039000,2,A,1106,106,true
1039048,1039048,LITOGRÁFICA,1039000,2,A,1106,106,true
1039046,1039046,QUNTO SOL,1039000,2,A,1106,106,true
1039001,1039001,PANERA EL ROBLE,1039000,2,A,1106,106,true
1039002,1039002,QUESO,1039000,2,A,1106,106,true
1039041,1039041,SIGO,1039000,2,A,1106,106,true
1039040,1039040,SOAINT MEXICO,1039000,2,A,1106,106,true
1039047,1039047,TECNISPICE,1039000,2,A,1106,106,true
1039042,1039042,TCI,1039000,2,A,1106,106,true
1039022,1039022,TUEMSA,1039000,2,A,1106,106,true
1039054,1039054,PKD,1039000,2,A,1106,106,true
1039055,1039055,TRANSPORTACIONES Y LOGISTICA DE MEXICO S DE RL DE,1039000,2,A,1106,106,true
1039057,1039057,GPO IMPRIME,1039000,2,A,1106,106,true
1039045,1039045,HARTNESS LATINOAMERICA,1039000,2,A,1106,106,true
1039008,1039008,DERIVADOS INDUSTRIALIZADOS (DICAFE),1039000,2,A,1106,106,true
1039019,1039019,"MERCANTIL DE PRODUCTOS MORELOS, SA DE CV",1039000,2,A,1106,106,true
1040000,1040000,Deudores Diversos,0000110,1,A,1107,107,false
1041000,1041000,Accionistas,1040000,4,A,1107.01,107.02,false
1041001,1041001,"Inmobiliaria Zehcnas, S.A. de C.V.",1041000,2,A,1107.01,107.02,true
1041002,1041002,"Dezdez Capital, S.A. de C.V.",1041000,2,A,1107.01,107.02,true
1041003,1041003,Eduado Juan Creel Sánchez Navarro,1041000,2,A,1107.01,107.02,true
1041004,1041004,Elena Sánchez Navarro,1041000,2,A,1107.01,107.02,true
1041005,1041005,"Zarco Capital, S.A. de C.V.",1041000,2,A,1107.01,107.02,true
1042000,1042000,Deudores Diversos,1040000,4,A,1122.01,107.05,false
1042001,1042001,Juan Pablo,1042000,2,A,1122.01,107.05,true
1042002,1042002,Roberto Azpiri García,1042000,2,A,1122.01,107.05,true
1042003,1042003,Felipe Fernández,1042000,2,A,1122.01,107.05,true
1042004,1042004,Marcas Coronando (Vta AF),1042000,2,A,1122.01,107.05,true
1042005,1042005,"Volarco Capital, SA",1042000,2,A,1122.01,107.05,true
1042006,1042006,Yamilet Zatarain Young,1042000,2,A,1122.01,107.05,true
